filename,report_number,commodity,type,heading_sequence
M-134-2026 Gyan Fruits (SK Gyan Fruit SPA) Kiwi # OTPU6470403.pdf,M-134-2026,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF KIWI FRUITS: → Condition found of Kiwi Fruits: → SURVEY PHOTOGRAPHS:
M-135-2026 Gyan Fruits (SK Gyan Fruit SPA) Kiwi # YMLU5527214.pdf,M-135-2026,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF KIWI FRUITS: → Condition found of Kiwi Fruits: → SURVEY PHOTOGRAPHS:
M-2-2025 Fresh Fruit Alliances - Kiwi Container # KKFU6721770.pdf,M-2-2025,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → CONDITION FOUND OF KIWI FRUITS: → SURVEY PHOTOGRAPHS:
M-35-2025 Fresh Fruit Alliances - Kiwi Container No. JXLU5822345.pdf,M-35-2025,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → CONDITION FOUND OF KIWI FRUITS: → SURVEY PHOTOGRAPHS:
M-42-2025 Gyan Fruit Company - Kiwi Container No. SEGU9820648.pdf,M-42-2025,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF KIWI FRUITS: → Condition found of Kiwi Fruits: → SURVEY PHOTOGRAPHS:
M-47-2025 - Laxmi Enterprises - Kiwi Container No. SEKU9189049.pdf,M-47-2025,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF KIWI FRUITS: → Condition found of Kiwi Fruits: → Note: → SURVEY PHOTOGRAPHS:
M-48-2025 Laxmi Enterprises - Kiwi Container No. SEKU9150643.pdf,M-48-2025,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF KIWI FRUITS: → Condition found of Kiwi Fruits: → SURVEY PHOTOGRAPHS:
M-5-2025 Gyan Fruit Company Kiwi Container No. OTPU6004025.pdf,M-5-2025,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → CONDITION FOUND OF KIWI FRUITS: → Condition found of Kiwi Fruits: → SURVEY PHOTOGRAPHS:
M-7-2025 Gyan Fruit Company - Kiwi Container # FBIU5486531.pdf,M-7-2025,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → CONDITION FOUND OF KIWI FRUITS: → Condition found of Kiwi Fruits: → SURVEY PHOTOGRAPHS:
M-79-24B R B Fruitech Pvt.Ltd (Kiwi Container No. OTPU6187501).pdf,M-79-24B,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1
MCAPL-021-24B RB Fruitech Pvt. Ltd (Kiwi).pdf,MCAPL-021-24B,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1
MCAPL-026-24B RB Fruitech Pvt. Ltd (Kiwi) # FSCU5934914.pdf,MCAPL-026-24B,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE:
MCAPL-027-24B RB Fruitech Pvt. Ltd (Kiwi) # SEKU9080335.pdf,MCAPL-027-24B,KIWI,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1
M-1-2026 Gajumal Mulchand (Shandong Goodfarmer) Mandarin Container No. EMCU5657715.pdf,M-1-2026,MANDARIN,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-101-2026 NGK Trading (Safesco South Africa Pty.Ltd) Mandarin # CHIU9031930.pdf,M-101-2026,MANDARIN,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-103-2026 Gajumal Mulchand (The Fresh Connection) Mandarin # TRIU8495465.pdf,M-103-2026,MANDARIN,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-104-2026 Daily Harvest (Afresco South Africa) Mandarin & Oranges # SZLU9932560.pdf,M-104-2026,MANDARIN,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-110-2026 Gajumal Mulchand (The Fresh Connection) Mandarin # CGMU5533387.pdf,M-110-2026,MANDARIN,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-111-2026 Gajumal Mulchand (The Fresh Connection) Mandarin # TRIU8495465.pdf,M-111-2026,MANDARIN,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-126-2026 Daily Harvest (Safresco South Africa) Mandarin # CGMU5634274 (Taloja).pdf,M-126-2026,MANDARIN,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-127-2026 Anusaya Fresh (Songbird Produce) Mandarin # OERU4314626.pdf,M-127-2026,MANDARIN,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-128-2026 Anusaya Fresh (Songbird Produce) Mandarin # TXGU9026107.pdf,M-128-2026,MANDARIN,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-152-2025 Taj Traders Mandarins Container No. ZMOU8894318.pdf,M-152-2025,MANDARIN,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-3-2026 Gajumal Mulchand (Shaanxi Fofan Int.) Mandarin Container Nos. SZLU9370930 & FSCU5895058.pdf,M-3-2026,MANDARIN,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH # SZLU9370930
M-4-2026 Gajumal Mulchand (Shaanxi Fofan Int.) Mandarin Container Nos. FBIU5368987 & FBIU5103777.pdf,M-4-2026,MANDARIN,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH # FBIU5368987 → SURVEY PHOTOGRAPHS # FBIU5368987:
M-5-2026 Gajumal Mulchand (Nanfeng Jerrie) Mandarin Container No. OTPU6831580.pdf,M-5-2026,MANDARIN,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH # OTPU6831580 → SURVEY PHOTOGRAPHS:
M-51-2025 Fresh Fruit Alliances - Mandarins Container No. FSCU5919057.pdf,M-51-2025,MANDARIN,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-62-2025 Anusaya Fresh - Mandarins Container No. MNBU4384989.pdf,M-62-2025,MANDARIN,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-63-2026 Fresh Harvest (Shandong Taifeng Commercial Group. Co.Ltd) Mandarin Container No. EMCU5682153.pdf,M-63-2026,MANDARIN,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-82-2026 NGK Trading (Safresco South Africa Pty. Ltd) Mandarin Container No. CGMU5820941.pdf,M-82-2026,MANDARIN,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-85-2026 NGK Trading (Safesco South Africa Pty.Ltd) Mandarin # SZLU7034005.pdf,M-85-2026,MANDARIN,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-86-2026 NGK Trading (Safesco South Africa Pty.Ltd) Mandarin # CXRU1321530.pdf,M-86-2026,MANDARIN,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-87-2026 NGK Trading (Safesco South Africa Pty.Ltd) Mandarin # AMCU9394720.pdf,M-87-2026,MANDARIN,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-88-2026 Gajumal Mulchand (The Fresh Connection) Mandarin # CGMU5533387.pdf,M-88-2026,MANDARIN,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
MCAPL-024-24B Mahira International - Mandarins Container No. MNBU3142893 (Revised).pdf,MCAPL-024-24B,MANDARIN,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → PHOTOS TAKEN DURING THE SURVEY:
MCAPL-025-24B Mahira International - Mandarins Container No. MMAU1005547.pdf,MCAPL-025-24B,MANDARIN,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → PHOTOS TAKEN DURING THE SURVEY:
M-114-2026 RK & Co. (International Fruit Pty. Ltd) Orange # SZLU5058040.pdf,M-114-2026,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-117-24B Gajumal Mulchand 2 x Orange Containers # BMOU9304114 & FBIU5168490.pdf,M-117-24B,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-124-24B Gajumal Mulchand # CGMU5244975 & SZLU9191282 - Orange.pdf,M-124-24B,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-128-2025 Reliance Retail Ltd - Orange Container No. OTPU6371355.pdf,M-128-2025,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-129-2025 Gyan Fruit Company - Orange Container # MNBU4019013.pdf,M-129-2025,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-132-2025 Gyan Fruit Orange Container No. ONEU9089675.pdf,M-132-2025,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-135-2025 - NGK Trading Company Pvt.Ltd - Orange Container No. MEDU9180821.pdf,M-135-2025,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-136-2025 - NGK Trading Company Pvt.Ltd - Orange Container No. OTPU6509172.pdf,M-136-2025,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-138-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SEGU9629077.pdf,M-138-2025,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-139-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SZLU9260948.pdf,M-139-2025,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-140-2025 NGK Trading Company Pvt.Ltd - Orange Container No. SEGU9456650.pdf,M-140-2025,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-144-2025 Archana Enterprise Orange Container No. HLBU9067144.pdf,M-144-2025,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-145-2025 Archana Enterprise Orange Container No. HLBU9411028.pdf,M-145-2025,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-146-2025 Gajumal Mulchand Orange Container No. CGMU5803836 (Bangalore).pdf,M-146-2025,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-147-2025 Gajumal Mulchand Orange Container No. TTNU8888473 (Bangalore).pdf,M-147-2025,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-149-2025 - NGK Trading Orange Container No. CGMU5734458.pdf,M-149-2025,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-153-2025 Archana Enterprise Orange 2 Container Nos. OTPU6343688 & CGMU6578869.pdf,M-153-2025,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-168-2025 NGK Trading Orange Container No. OTPU6058274.pdf,M-168-2025,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-169-2025 NGK Trading Orange Container No. TEMU9315750.pdf,M-169-2025,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-171-2025 Gyan Fruit Orange Container No. MMAU1030581.pdf,M-171-2025,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-175-2025 Gyan Fruit Orange Container No. TTNU8144363.pdf,M-175-2025,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-179-2025 Sarlachem India 2 Orange Container Nos. MEDU9077238 & TRIU8786413.pdf,M-179-2025,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH # MEDU9077238 → SURVEY PHOTOGRAPHS:
M-180-2025 Shri Blaji Fruits Orange Container No. MNBU0262982.pdf,M-180-2025,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-181-2025 Sarlachem India Orange Container No. MEDU9746225.pdf,M-181-2025,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-246-2025 Reliance Retail Ltd - Orange & Mandarin Container No. SEGU9732043.pdf,M-246-2025,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-25-2025 Fresh Fruit Alliances - Orange Container No. OOLU6298538.pdf,M-25-2025,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-257-2025 Reliance Retail Orange & Mandarin Container No. ONLU8002983.pdf,M-257-2025,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-30-2026 Reliance Retail (Agromoon for Import & Export) Orange Container No. TRKU1100323.pdf,M-30-2026,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-33-2025 Gyan Fruit Company - Orange Container # SEGU9378367.pdf,M-33-2025,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-53-24B Aayush Impex - Orange Container No. CGMU5576861.pdf,M-53-24B,ORANGE,SURVEY,PARTICULARS → Note: → CONDITION FOUND OF ORANGE FRUITS:
M-54-24B Aayush Impex  - Orange Container No. AMCU9392142.pdf,M-54-24B,ORANGE,SURVEY,PARTICULARS → Note: → CONDITION FOUND OF ORANGE FRUITS:
M-62-24B Reliance Retail Ltd Orange Container No. CGMU5575654.pdf,M-62-24B,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-68-2026 NGK Trading (Nile Establishment For International Trade Egypt) Orange Container No. HLBU9336475.pdf,M-68-2026,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-70-2026 Gajumal Mulchand (Citrus Agro For Packing) Orange Container No. ARKU5000935.pdf,M-70-2026,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-79-2026 Reliance Retail Ltd (Green Egypt Co.) Orange Container No. MNBU9042567.pdf,M-79-2026,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-89-2026 RK & Co. (Agro City Import & Export) Orange # ARKU5020124.pdf,M-89-2026,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-90-2026 AG International (AL Karma Foods) Orange # SZLU5022685.pdf,M-90-2026,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-95-2026 RK & Co. (AL Sadat Global for Import and Export) Orange # OSKU9850173.pdf,M-95-2026,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → Note:
M-98-2026 Sunmoon Int. (Gauda For Agricultural) Oranges 2 # HLBU9537485 & SEGU9450672.pdf,M-98-2026,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
MCAPL-009-24B HGS International - 3 Containers Oranges.pdf,MCAPL-009-24B,ORANGE,SURVEY,PARTICULARS → Note: → CONDITION FOUND OF ORANGE FRUITS:
MCAPL-015-24B Reliance Retail Ltd - 1 Container (Oranges).pdf,MCAPL-015-24B,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
MCAPL-38-24B Reliance Retail Ltd - (AMCU9305889 - Mandarin & Orange).pdf,MCAPL-38-24B,ORANGE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-145-2026 JB Exports (CapeSpan South Africa) # Pear TTNU8823430.pdf,M-145-2026,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF PEAR FRUITS: → SURVEY PHOTOGRAPHS:
M-146-2026 JB Exports (CapeSpan South Africa) # Pear MNBU4365926.pdf,M-146-2026,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF PEAR FRUITS: → SURVEY PHOTOGRAPHS:
M-150-2025 HGS International Pear Container No. ONEU9147811.pdf,M-150-2025,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF PEAR FRUITS: → SURVEY PHOTOGRAPHS:
M-154-2025 Gyan Fruit Pear Container No. MNBU4623553.pdf,M-154-2025,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF PEAR FRUITS: → SURVEY PHOTOGRAPHS:
M-155-2025 NGK Trading Pear Container No. MNBU3482173.pdf,M-155-2025,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF PEAR FRUITS: → SURVEY PHOTOGRAPHS:
M-16-2026 Reliance Retail (Core Fruit (Pty) Ltd) Pear Container No. MNBU4213543.pdf,M-16-2026,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF PEAR FRUITS: → SURVEY PHOTOGRAPHS:
M-163-2025 Reliance Pear Container No. MNBU3911299.pdf,M-163-2025,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF PEAR FRUITS: → SURVEY PHOTOGRAPHS:
M-166-2025 Gyan Fruit Pear Container No. SEKU9071267.pdf,M-166-2025,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF PEAR FRUITS: → Note: Entire shipment was found discoloured / yellowish. → SURVEY PHOTOGRAPHS:
M-167-2025 NGK Trading Pear Container No. MNBU4107161.pdf,M-167-2025,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF PEAR FRUITS: → SURVEY PHOTOGRAPHS:
M-174-2025 Reliance Pear Container No. MNBU0513244.pdf,M-174-2025,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF PEAR FRUITS: → SURVEY PHOTOGRAPHS:
M-176-2025 Aashima Impex Pear Container Nos. SEKU9069104 & TTNU8096938.pdf,M-176-2025,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF PEAR FRUITS: → SURVEY PHOTOGRAPHS:
M-178-2025 NGK Trading Pear Container No. MNBU4302743.pdf,M-178-2025,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF PEAR FRUITS: → SURVEY PHOTOGRAPHS:
M-194-2025 NGK Trading Pear Container No. MNBU3582531.pdf,M-194-2025,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF PEAR FRUITS: → SURVEY PHOTOGRAPHS:
M-196-2025 Reliance Retails Ltd - Pear Container No. MNBU0305549.pdf,M-196-2025,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF PEAR FRUITS: → SURVEY PHOTOGRAPHS:
M-203-2025 Gajumal Mulchand Pear Container No. EGSU5064133.pdf,M-203-2025,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF PEAR FRUITS: → SURVEY PHOTOGRAPHS:
M-204-2025 Oxford Fruit Pear Container No. OERU4024102.pdf,M-204-2025,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF PEAR FRUITS: → SURVEY PHOTOGRAPHS:
M-217-2025 NGK Trading Pear Container No. OOLU6487193.pdf,M-217-2025,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → THE CONDITION FOUND OF PEAR FRUITS: → SURVEY PHOTOGRAPHS:
M-218-2025 Gajumal Mulchand Pear Container No. EGSU5063902.pdf,M-218-2025,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF PEAR FRUITS: → SURVEY PHOTOGRAPHS:
M-261-2025 Fresh Fruit Alliances Pear Container Nos. FBIU5692208 & FBIU5720660.pdf,M-261-2025,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-33-2026 Archana Enterprises (Zest Fruit (PTY) Ltd) Pear Container No. TTNU8138735.pdf,M-33-2026,PEAR,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → THE CONDITION FOUND OF PEAR FRUITS: → SURVEY PHOTOGRAPHS:
