filename,report_number,commodity,type,heading_sequence
M-73-2025 Reliance Retail Ltd - Apple Container No. EMCU5555863.pdf,M-73-2025,APPLE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → THE CONDITION FOUND OF APPLE FRUITS: → SURVEY PHOTOGRAPHS:
M-76-2026 Vande Fresh (Harvest SPA) Apple Container No. PCLU6145125.pdf,M-76-2026,APPLE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF APPLE FRUITS: → SURVEY PHOTOGRAPHS:
M-77-2026 Reliance Retail Ltd (Domex Superfresh Growers LLC) Apple # EMCU5663873 1st Addendum.pdf,M-77-2026,APPLE,SURVEY,PARTICULARS → SURVEY PHOTOGRAPHS:
M-77-2026 Reliance Retail Ltd (Domex Superfresh Growers LLC) Apple Container No. EMCU5663873.pdf,M-77-2026,APPLE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF APPLE FRUITS: → SURVEY PHOTOGRAPHS:
M-8-2026 Fresh Fruit Alliances (Dole Italia S.R.L) Apple Container No. HLBU6166483.pdf,M-8-2026,APPLE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-8-2026 Fresh Fruit Alliances (Dole Italia S.R.L) Apple Container No. HLBU6166483_compressed.pdf,M-8-2026,APPLE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-82-2025 NGK Trading - Apple Container No. MSDU9894240.pdf,M-82-2025,APPLE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-83-2025 NGK Trading - Apple Container No. SZLU9317241.pdf,M-83-2025,APPLE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-84-2025 NGK Trading - Apple Container No. SZLU9261116.pdf,M-84-2025,APPLE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-84-2026 FFA (Exportadora Manga Trading S.A) Apple Container Nos. FBIU5554636 & OTPU6737969.pdf,M-84-2026,APPLE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-86-2025 Reliance Retail - Apple Container No. OERU4209087 (Bangalore).pdf,M-86-2025,APPLE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF APPLE FRUITS: → SURVEY PHOTOGRAPHS:
M-87-2025 NGK Trading Apple Container No. MSDU9892654 (Revised).pdf,M-87-2025,APPLE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-91-2025 NGK Trading Apple Container No. SZLU9248449.pdf,M-91-2025,APPLE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-91-2026 Reliance Retail Ltd (Domex Superfresh Growers LLC) Apple # EGSU5081085.pdf,M-91-2026,APPLE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF APPLE FRUITS: → SURVEY PHOTOGRAPHS:
M-92-2026 Vande Fresh (Harvest SPA) Apple # SZLU9764949.pdf,M-92-2026,APPLE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → Note: → PARAGRAPH 2.1 → THE CONDITION FOUND OF APPLE FRUITS: → SURVEY PHOTOGRAPHS:
M-93-2026 Kiaora Food (RD8 Fresh Produce) Apple # OERU4365958.pdf,M-93-2026,APPLE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF APPLE FRUITS: → SURVEY PHOTOGRAPHS:
M-96-2026 Anusaya Fresh (Fruitways Marketing Pty.Ltd) Apple # OTPU6044223.pdf,M-96-2026,APPLE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF APPLE FRUITS: → SURVEY PHOTOGRAPHS:
M-97-2026 Anusaya Fresh (Fruitways Marketing Pty.Ltd) Apple # FSCU5750115.pdf,M-97-2026,APPLE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF APPLE FRUITS: → SURVEY PHOTOGRAPHS:
"M-99-2026 Reliance Retail Ltd (Vog Verband Der Suedtiroler, Italy) Apple # CGMU5058693.pdf",M-99-2026,APPLE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF APPLE FRUITS: → SURVEY PHOTOGRAPHS
Third Party Inspection Report - Aayush Impex - Apple Container No. EMCU5709167.pdf,UNKNOWN,APPLE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF APPLE FRUITS:
Third Party Inspection Report - Aayush Impex - Apple Container No. EMCU5724372.pdf,UNKNOWN,APPLE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → THE CONDITION FOUND OF APPLE FRUITS:
Third Party Inspection Report - Aayush Impex - Apple Container No. OOLU6479990.pdf,UNKNOWN,APPLE,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → THE CONDITION FOUND OF APPLE FRUITS:
"M-199-2025 Sunmoon International Apricot, Nectarine & Peaches Air Shipment.pdf",M-199-2025,APRICOT,SURVEY,"PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY FINDINGS (NECTARAINE, PEACH AND"
"MCAPL-006-24B Healthstream Wellness - cherries, Peaches & Apricot.pdf",MCAPL-006-24B,APRICOT,SURVEY,PARTICULARS → CONDITION FOUND OF PEACH FRUITS: → CONDITION FOUND OF APRICOT FRUITS:
MCAPL-44-24B Helloraw Agro LLP (Nectarines & Apricots) - Air Shipment.pdf,MCAPL-44-24B,APRICOT,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF APRICOT FRUITS:
M-127-2025 Anusaya Fresh - Avocado Container No. MCAU6045964.pdf,M-127-2025,AVOCADO,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → The condition found of Avocado fruits. → SURVEY PHOTOGRAPHS:
M-131-2025 Fresh Fruit Alliances Avocado Container No. CGMU6942688.pdf,M-131-2025,AVOCADO,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → The condition found of Avocado fruits. → SURVEY PHOTOGRAPHS:
M-133-2025 Fresh Fruit Alliances Avocado Container No. CGMU6911120.pdf,M-133-2025,AVOCADO,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → The condition found of Avocado fruits. → SURVEY PHOTOGRAPHS:
M-160-2025 Fresh Fruit Alliances Avocado Container No. CGMU6910192.pdf,M-160-2025,AVOCADO,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → The condition found of Avocado fruits. → SURVEY PHOTOGRAPHS:
M-202-2025 Avolinx Trading Partners Avocado Container No. CGMU7015068.pdf,M-202-2025,AVOCADO,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-260-2025 Fresh Fruit Alliances Avocado Container No. CGMU6946430.pdf,M-260-2025,AVOCADO,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → The condition found of Avocado fruits. → SURVEY PHOTOGRAPHS:
M-266-2025 Anusaya Fresh Avocado Container No. CGMU6937341.pdf,M-266-2025,AVOCADO,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-68-2025 Fresh Fruit Alliances - Avocado Container No. CGMU6933937.pdf,M-68-2025,AVOCADO,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → Conclusion: → SURVEY PHOTOGRAPHS:
M-69-2025 Anusaya Fresh - Avocado Container No. MCAU6009355.pdf,M-69-2025,AVOCADO,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → The condition found of Avocado fruits. → SURVEY PHOTOGRAPHS:
M-77-24B West-In Avo Private Limited - Avocado Container No. BMOU9847699.pdf,M-77-24B,AVOCADO,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → NOTE: → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-103-24B Mauli International (Air Shipment - Blueberry).pdf,M-103-24B,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-105-24B Mauli International (Air Shipment - Blueberry).pdf,M-105-24B,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-11-2025 Anusaya Fresh - Blueberry Airshipment.pdf,M-11-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-115-2025 Mauli International - Blueberry Air Shipment # 312-90565241.pdf,M-115-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-12-2025 Anusaya Fresh - Blueberry Airshipment.pdf,M-12-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-123-2025 G.T Fruitech Pvt.Ltd - Blueberry Air Shipment # 805 1341 8370 - Second Visit.pdf,M-123-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY FINDINGS IN GRAPH
M-123-2025 G.T Fruitech Pvt.Ltd - Blueberry Air Shipment # 805-1341 8370.pdf,M-123-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-125-24B Anusaya Fresh (Air Shipment - Blueberry).pdf,M-125-24B,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-126-24B Anusaya Fresh (Air Shipment - Blueberry).pdf,M-126-24B,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-131-2026 ST Sumal Agro (Allipa Farm Peru S.A.C.) Blueberry # 057-05562421.pdf,M-131-2026,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-137-2026 ST Sumal Agro (Allipa Farm Peru S.A.C.) Blueberry # 074-05778253.pdf,M-137-2026,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-14-2025 Anusaya Fresh - Blueberry Air-shipment.pdf,M-14-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-15-2025 Anusaya Fresh - Blueberry Air Shipment.pdf,M-15-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-16-2025 Anusaya Fresh - Blueberry Air Shipment.pdf,M-16-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-17-2025 Anusaya Fresh - Blueberry Air Shipment # 176-03710313.pdf,M-17-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-18-2025 Anusaya Fresh - Blueberry Air Shipment # 235-01063182.pdf,M-18-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-19-2025 Anusaya Fresh - Blueberry Air Shipment # 235-01071276.pdf,M-19-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-193-2025 Sunmoon International - Blueberry Air Shipment # 014-38705052.pdf,M-193-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-206-2025 Anusaya Fresh Blueberry Airshipment (Delhi) = 2 Pallets (Second Visit).pdf,M-206-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-206-2025 Sunmoon International Blueberry Airshipment (Delhi).pdf,M-206-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-207-2025 Sunmoon Int. - Blueberry 17 Pallets Air Shipment (Second Visit).pdf,M-207-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-207-2025 Sunmoon International - Blueberry Air Shipment # 057-02743075.pdf,M-207-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-21-2025 Anusaya Fresh Blueberry Air Shipment # 157-03644351 (Mumbai).pdf,M-21-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-210-2025 Sunmoon International - Blueberry Air Shipment # 157-41961426.pdf,M-210-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-211-2025 Sunmoon International - Blueberry Air Shipment # 157-41961393.pdf,M-211-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-212-2025 Sunmoon International Blueberry Air Shipment # 014-38711783.pdf,M-212-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-23-2025 Anusaya Fresh - Blueberry Air Shipment # 157-03643861.pdf,M-23-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-230-2025 Sunmoon International Blueberry Air Shipment # 23587825404.pdf,M-230-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-233-2025 NGK Trading Blueberry Airshipment # 145-90962012.pdf,M-233-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-234-2025 KDS International Blueberry Air Shipment # 80513574890.pdf,M-234-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-24-2025 Anusaya Fresh - Blueberry 7 Pallets # 157-03644421.pdf,M-24-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-26-2025 Anusaya Fresh - Blueberry Air Shipment - 10 Pallets # 235-01063215.pdf,M-26-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-27-2025 Anusaya Fresh - Blueberry Air Shipment - 5 Pallets # 157-05267356.pdf,M-27-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-29-2025 Anusaya Fresh - Blueberry Air Shipment - 14 Pallets # 235-01063823.pdf,M-29-2025,BLUEBERRY,QC,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-30-2025 Anusaya Fresh - Blueberry Air Shipment - 20 Pallets # 157-05267570.pdf,M-30-2025,BLUEBERRY,QC,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-31-2025 Anusaya Fresh - Blueberry Air Shipment - 5 Pallets # 157-05368764.pdf,M-31-2025,BLUEBERRY,QC,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-32-2025 Anusaya Fresh - Blueberry Air Shipment - 5 Pallets # 157-03083080.pdf,M-32-2025,BLUEBERRY,QC,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-36-2025 Anusaya Fresh - Blueberry Air Shipment - 10 Pallets # 074-03437501.pdf,M-36-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-37-2025 Anusaya Fresh - Blueberry Air Shipment # 020-34538302.pdf,M-37-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-4-2025 Mauli International (Air Shipment - Blueberry).pdf,M-4-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-60-2025 Anusaya Fresh - Blueberry Air Shipment - 15 Pallets # 932-76042256 (Delhi Case).pdf,M-60-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-63-2025 Anusaya Fresh - Blueberry Air Shipment - 5 Pallets # 932-76042245 (Bangalore Case).pdf,M-63-2025,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-69-24B Jaitra Overseas (Air Shipment - Blueberry).pdf,M-69-24B,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-94-2026 NGK Trading (Agricola Don) Blueberry Shipment AWB #057-05011580.pdf,M-94-2026,BLUEBERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF BLUEBERRY FRUITS: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-113-2026 NGK Trading (Demir Fresh GIDA San) Cherry Airshipment # 235-IST-20442413.pdf,M-113-2026,CHERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF CHERRY FRUITS: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-195-2025 Anusaya Cherry Airway Bill No.176-20060865 (Bangalore).pdf,M-195-2025,CHERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF CHERRY FRUITS: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-209-2025 NGK Trading Cherry Airshipment # 074-04287463.pdf,M-209-2025,CHERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF CHERRY FRUITS: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-213-2025 Sunmoon International  Cherry Air Shipment # 057-57871984.pdf,M-213-2025,CHERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF CHERRY FRUITS: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
M-51-24B Mauli International (Air Shipment - Cherry).pdf,M-51-24B,CHERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF CHERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-73-24B Parivid Impex - Cherry Container No. OTPU6007153.pdf,M-73-24B,CHERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF CHERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-74-24B Parivid Impex - Cherry Container No. FBIU5176876.pdf,M-74-24B,CHERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF CHERRY FRUITS: → SURVEY PHOTOGRAPHS:
M-75-24B NGK Trading - Cherry Container No. FBIU5654337 (Destuffing).pdf,M-75-24B,CHERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-81-24B NGK Trading - Cherry Container No. ZMOU8870511 (Destuffing).pdf,M-81-24B,CHERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-83-24B Parivid Impex - Cherry Container No. ZCLU9923169.pdf,M-83-24B,CHERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-84-24B Parivid Impex - Cherry Container No. ZCLU9952697 (Destuffing).pdf,M-84-24B,CHERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-90-24B Parivid Impex - Cherry Container No. HLBU9203169 (03-03-2025).pdf,M-90-24B,CHERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
M-90-24B Parivid Impex - Cherry Container No. HLBU9203169.pdf,M-90-24B,CHERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → SURVEY PHOTOGRAPHS:
MCAPL-47-24B Mauli International (Air Shipment - Cherry).pdf,MCAPL-47-24B,CHERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF CHERRY FRUITS: → SURVEY PHOTOGRAPHS:
MCAPL-58-24B Mauli International (Air Shipment - Cherry).pdf,MCAPL-58-24B,CHERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF CHERRY FRUITS: → SURVEY PHOTOGRAPHS:
Parivid Impex Cherry Airway Bill No. 065-44156475.pdf,UNKNOWN,CHERRY,SURVEY,PARTICULARS → PARAGRAPH 1 → PARAGRAPH 2 → PARAGRAPH 2.1 → CONDITION FOUND OF CHERRY FRUITS: → SURVEY FINDINGS IN GRAPH → SURVEY PHOTOGRAPHS:
