filename,row_preview,computed_total,stated_total,difference
M-64-24B Shri Balaji Fruits Dragon Fruits Container No. IAAU8698356.pdf,3. |  |  | 20 |  | ,41,20,21
M-64-24B Shri Balaji Fruits Dragon Fruits Container No. IAAU8698356.pdf, | 4. |  |  | 20 | ,41,20,21
M-64-24B Shri Balaji Fruits Dragon Fruits Container No. IAAU8698356.pdf,5. |  |  | 20 |  | ,41,20,21
M-64-24B Shri Balaji Fruits Dragon Fruits Container No. IAAU8698356.pdf, | 6. |  |  | 20 | ,42,21,21
M-64-24B Shri Balaji Fruits Dragon Fruits Container No. IAAU8698356.pdf,7. |  |  | 20 |  | ,41,20,21
M-64-24B Shri Balaji Fruits Dragon Fruits Container No. IAAU8698356.pdf, | 8. |  |  | 20 | ,41,20,21
M-64-24B Shri Balaji Fruits Dragon Fruits Container No. IAAU8698356.pdf,9. |  |  | 20 |  | ,42,21,21
M-64-24B Shri Balaji Fruits Dragon Fruits Container No. IAAU8698356.pdf, | 10. |  |  | 20 | ,41,20,21
M-64-24B Shri Balaji Fruits Dragon Fruits Container No. IAAU8698356.pdf,1. |  |  | 22 | 1 | ,44,21,23
M-64-24B Shri Balaji Fruits Dragon Fruits Container No. IAAU8698356.pdf,2. |  |  | 22 | 1 | ,44,21,23
M-64-24B Shri Balaji Fruits Dragon Fruits Container No. IAAU8698356.pdf,3. |  |  | 22 | 1 | ,44,21,23
M-64-24B Shri Balaji Fruits Dragon Fruits Container No. IAAU8698356.pdf,4. |  |  | 22 | 1 | ,44,21,23
M-64-24B Shri Balaji Fruits Dragon Fruits Container No. IAAU8698356.pdf,5. |  |  | 22 | 1 | ,44,21,23
M-64-24B Shri Balaji Fruits Dragon Fruits Container No. IAAU8698356.pdf,6. |  |  | 22 | 1 | ,44,21,23
M-64-24B Shri Balaji Fruits Dragon Fruits Container No. IAAU8698356.pdf,7. |  |  | 22 | 1 | ,44,21,23
M-64-24B Shri Balaji Fruits Dragon Fruits Container No. IAAU8698356.pdf,8. |  |  | 22 | 1 | ,44,21,23
M-64-24B Shri Balaji Fruits Dragon Fruits Container No. IAAU8698356.pdf,9. |  |  | 22 | 1 | ,44,21,23
M-64-24B Shri Balaji Fruits Dragon Fruits Container No. IAAU8698356.pdf,10. |  |  | 22 | 1 | ,43,20,23
M-64-24B Shri Balaji Fruits Dragon Fruits Container No. IAAU8698356.pdf, | 1. |  |  | 20 | ,233,203,30
M-64-24B Shri Balaji Fruits Dragon Fruits Container No. IAAU8698356.pdf,2. |  |  | 22 |  | ,241,209,32
M-80-2025 Anusaya Fresh - Dragon Container No. SEGU9312077.pdf,1. |  |  | 20 |  | ,41,20,21
M-80-2025 Anusaya Fresh - Dragon Container No. SEGU9312077.pdf, | 2. |  |  | 20 | ,41,20,21
M-80-2025 Anusaya Fresh - Dragon Container No. SEGU9312077.pdf,3. |  |  | 20 |  | ,41,20,21
M-80-2025 Anusaya Fresh - Dragon Container No. SEGU9312077.pdf, | 4. |  |  | 20 | ,41,20,21
M-80-2025 Anusaya Fresh - Dragon Container No. SEGU9312077.pdf,5. |  |  | 20 |  | ,41,20,21
M-80-2025 Anusaya Fresh - Dragon Container No. SEGU9312077.pdf, | 6. |  |  | 20 | ,41,20,21
M-80-2025 Anusaya Fresh - Dragon Container No. SEGU9312077.pdf,7. |  |  | 20 |  | ,41,20,21
M-80-2025 Anusaya Fresh - Dragon Container No. SEGU9312077.pdf, | 8. |  |  | 20 | ,41,20,21
M-80-2025 Anusaya Fresh - Dragon Container No. SEGU9312077.pdf,1. |  |  | 22 |  | ,45,22,23
M-80-2025 Anusaya Fresh - Dragon Container No. SEGU9312077.pdf, | 2. |  |  | 22 | ,45,22,23
M-80-2025 Anusaya Fresh - Dragon Container No. SEGU9312077.pdf,3. |  |  | 22 |  | ,45,22,23
M-80-2025 Anusaya Fresh - Dragon Container No. SEGU9312077.pdf, | 4. |  |  | 22 | ,45,22,23
M-80-2025 Anusaya Fresh - Dragon Container No. SEGU9312077.pdf,5. |  |  | 22 |  | ,45,22,23
M-80-2025 Anusaya Fresh - Dragon Container No. SEGU9312077.pdf, | 6. |  |  | 22 | ,45,22,23
M-80-2025 Anusaya Fresh - Dragon Container No. SEGU9312077.pdf,1. |  |  | 20 |  | ,188,160,28
M-80-2025 Anusaya Fresh - Dragon Container No. SEGU9312077.pdf, | 2. |  |  | 22 | ,160,132,28
M-82-24B Gajumal Mulchand - Dragon Container No. FSCU5969274.pdf,1. |  |  | 20 |  | ,41,20,21
M-82-24B Gajumal Mulchand - Dragon Container No. FSCU5969274.pdf, | 2. |  |  | 20 | ,41,20,21
M-82-24B Gajumal Mulchand - Dragon Container No. FSCU5969274.pdf,3. |  |  | 20 |  | ,42,21,21
M-82-24B Gajumal Mulchand - Dragon Container No. FSCU5969274.pdf, | 4. |  |  | 20 | ,42,21,21
M-82-24B Gajumal Mulchand - Dragon Container No. FSCU5969274.pdf,5. |  |  | 20 |  | ,41,20,21
M-82-24B Gajumal Mulchand - Dragon Container No. FSCU5969274.pdf, | 6. |  |  | 20 | ,41,20,21
M-82-24B Gajumal Mulchand - Dragon Container No. FSCU5969274.pdf,7. |  |  | 20 |  | ,42,21,21
M-82-24B Gajumal Mulchand - Dragon Container No. FSCU5969274.pdf, | 8. |  |  | 20 | ,41,20,21
M-82-24B Gajumal Mulchand - Dragon Container No. FSCU5969274.pdf,9. |  |  | 20 |  | ,41,20,21
M-82-24B Gajumal Mulchand - Dragon Container No. FSCU5969274.pdf, | 10. |  |  | 20 | ,41,20,21
M-82-24B Gajumal Mulchand - Dragon Container No. FSCU5969274.pdf,1. |  | 22 |  |  | 1,45,22,23
M-82-24B Gajumal Mulchand - Dragon Container No. FSCU5969274.pdf, | 2. |  | 22 |  | ,45,22,23
M-82-24B Gajumal Mulchand - Dragon Container No. FSCU5969274.pdf,3. |  | 22 |  |  | 1,45,22,23
M-82-24B Gajumal Mulchand - Dragon Container No. FSCU5969274.pdf,1. |  |  | 20 |  | 10,233,203,30
M-82-24B Gajumal Mulchand - Dragon Container No. FSCU5969274.pdf, | 2. |  | 22 |  | ,91,66,25
M-9-2026 Anusaya Fersh (Phulimex Import Export Co Ltd) Dragon Container No. IAAU8681760.pdf, | 19. |  |  | 1 | ,9,10,1
M-93-24B Gajumal Mulchand - Dragon Container No. SEGU9037680 - Destuffing.pdf,1. |  |  | 20 |  | ,41,20,21
M-93-24B Gajumal Mulchand - Dragon Container No. SEGU9037680 - Destuffing.pdf, | 2. |  |  | 20 | ,41,20,21
M-93-24B Gajumal Mulchand - Dragon Container No. SEGU9037680 - Destuffing.pdf,3. |  |  | 20 |  | ,41,20,21
M-93-24B Gajumal Mulchand - Dragon Container No. SEGU9037680 - Destuffing.pdf, | 4. |  |  | 20 | ,41,20,21
M-93-24B Gajumal Mulchand - Dragon Container No. SEGU9037680 - Destuffing.pdf,5. |  |  | 20 |  | ,41,20,21
M-93-24B Gajumal Mulchand - Dragon Container No. SEGU9037680 - Destuffing.pdf, | 6. |  |  | 20 | ,41,20,21
M-93-24B Gajumal Mulchand - Dragon Container No. SEGU9037680 - Destuffing.pdf,7. |  |  | 20 |  | ,41,20,21
M-93-24B Gajumal Mulchand - Dragon Container No. SEGU9037680 - Destuffing.pdf, | 8. |  |  | 20 | ,41,20,21
M-93-24B Gajumal Mulchand - Dragon Container No. SEGU9037680 - Destuffing.pdf,9. |  |  | 20 |  | ,41,20,21
M-93-24B Gajumal Mulchand - Dragon Container No. SEGU9037680 - Destuffing.pdf, | 10. |  |  | 20 | ,41,20,21
M-93-24B Gajumal Mulchand - Dragon Container No. SEGU9037680 - Destuffing.pdf,1. |  |  | 18 |  | ,37,18,19
M-93-24B Gajumal Mulchand - Dragon Container No. SEGU9037680 - Destuffing.pdf, | 2. |  |  | 18 | ,37,18,19
M-93-24B Gajumal Mulchand - Dragon Container No. SEGU9037680 - Destuffing.pdf,3. |  |  | 18 |  | ,37,18,19
M-93-24B Gajumal Mulchand - Dragon Container No. SEGU9037680 - Destuffing.pdf, | 4. |  |  | 18 | ,37,18,19
M-93-24B Gajumal Mulchand - Dragon Container No. SEGU9037680 - Destuffing.pdf,5. |  |  | 18 |  | ,37,18,19
M-93-24B Gajumal Mulchand - Dragon Container No. SEGU9037680 - Destuffing.pdf, | 6. |  |  | 18 | ,37,18,19
M-93-24B Gajumal Mulchand - Dragon Container No. SEGU9037680 - Destuffing.pdf,7. |  |  | 18 |  | ,37,18,19
M-93-24B Gajumal Mulchand - Dragon Container No. SEGU9037680 - Destuffing.pdf, | 8. |  |  | 18 | ,37,18,19
M-93-24B Gajumal Mulchand - Dragon Container No. SEGU9037680 - Destuffing.pdf,9. |  |  | 18 |  | ,37,18,19
M-93-24B Gajumal Mulchand - Dragon Container No. SEGU9037680 - Destuffing.pdf, | 10. |  |  | 18 | ,37,18,19
M-93-24B Gajumal Mulchand - Dragon Container No. SEGU9037680 - Destuffing.pdf,1. |  |  | 20 |  | ,230,200,30
M-93-24B Gajumal Mulchand - Dragon Container No. SEGU9037680 - Destuffing.pdf, | 2. |  |  | 18 | ,208,180,28
MCAPL-008-24B Gajumal Mulchand - (Dragon Shipment - Bangalore) - revised.pdf,1. | 22 | 1 | 0 | 10 | 3,45,22,23
MCAPL-008-24B Gajumal Mulchand - (Dragon Shipment - Bangalore) - revised.pdf,2. | 22 | 1 | 0 | 7 | 0,45,22,23
MCAPL-008-24B Gajumal Mulchand - (Dragon Shipment - Bangalore) - revised.pdf,3. | 22 | 1 | 0 | 9 | 1,45,22,23
MCAPL-008-24B Gajumal Mulchand - (Dragon Shipment - Bangalore) - revised.pdf,4. | 22 | 1 | 0 | 10 | 1,44,21,23
MCAPL-008-24B Gajumal Mulchand - (Dragon Shipment - Bangalore) - revised.pdf,5. | 22 | 1 | 9 | 5 | 0,45,22,23
MCAPL-008-24B Gajumal Mulchand - (Dragon Shipment - Bangalore) - revised.pdf,6. | 22 | 1 | 0 | 5 | 3,45,22,23
MCAPL-008-24B Gajumal Mulchand - (Dragon Shipment - Bangalore) - revised.pdf,7. | 22 | 1 | 8 | 5 | 0,45,22,23
MCAPL-008-24B Gajumal Mulchand - (Dragon Shipment - Bangalore) - revised.pdf,8. | 22 | 1 | 3 | 6 | 0,45,22,23
MCAPL-008-24B Gajumal Mulchand - (Dragon Shipment - Bangalore) - revised.pdf,9. | 22 | 1 | 7 | 3 | 2,45,22,23
MCAPL-008-24B Gajumal Mulchand - (Dragon Shipment - Bangalore) - revised.pdf,10. | 22 | 1 | 9 | 2 | 1,45,22,23
MCAPL-008-24B Gajumal Mulchand - (Dragon Shipment - Bangalore) - revised.pdf,11. | 22 | 1 | 9 | 4 | 0,44,21,23
MCAPL-008-24B Gajumal Mulchand - (Dragon Shipment - Bangalore) - revised.pdf,12. | 22 | 1 | 5 | 3 | 3,45,22,23
MCAPL-008-24B Gajumal Mulchand - (Dragon Shipment - Bangalore) - revised.pdf,13. | 22 | 1 | 8 | 4 | 0,45,22,23
MCAPL-008-24B Gajumal Mulchand - (Dragon Shipment - Bangalore) - revised.pdf,14. | 22 | 1 | 6 | 2 | 0,45,22,23
MCAPL-008-24B Gajumal Mulchand - (Dragon Shipment - Bangalore) - revised.pdf,15. | 22 | 1 | 9 | 3 | 2,45,22,23
MCAPL-008-24B Gajumal Mulchand - (Dragon Shipment - Bangalore) - revised.pdf,16. | 22 | 1 | 7 | 1 | 3,45,22,23
MCAPL-008-24B Gajumal Mulchand - (Dragon Shipment - Bangalore) - revised.pdf,17. | 22 | 1 | 6 | 3 | 1,45,22,23
MCAPL-008-24B Gajumal Mulchand - (Dragon Shipment - Bangalore) - revised.pdf,18. | 22 | 1 | 5 | 2 | 0,45,22,23
MCAPL-008-24B Gajumal Mulchand - (Dragon Shipment - Bangalore) - revised.pdf,19. | 22 | 1 | 4 | 8 | 1,45,22,23
MCAPL-008-24B Gajumal Mulchand - (Dragon Shipment - Bangalore) - revised.pdf,20. | 22 | 1 | 7 | 3 | 5,44,21,23
MCAPL-013-24B Gajumal Mulchand - (Dragon Shipment - Bangalore).pdf,1. | 20 | 1 | 3 | 6 | 3,43,22,21
MCAPL-013-24B Gajumal Mulchand - (Dragon Shipment - Bangalore).pdf,2. | 20 | 1 | 3 | 6 | 0,42,21,21
MCAPL-013-24B Gajumal Mulchand - (Dragon Shipment - Bangalore).pdf,3. | 20 | 1 | 4 | 5 | 0,42,21,21
MCAPL-013-24B Gajumal Mulchand - (Dragon Shipment - Bangalore).pdf,4. | 20 | 1 | 8 | 6 | 0,43,22,21
MCAPL-013-24B Gajumal Mulchand - (Dragon Shipment - Bangalore).pdf,5. | 20 | 1 | 3 | 4 | 0,42,21,21
MCAPL-013-24B Gajumal Mulchand - (Dragon Shipment - Bangalore).pdf,6. | 20 | 1 | 5 | 3 | 1,43,22,21
MCAPL-013-24B Gajumal Mulchand - (Dragon Shipment - Bangalore).pdf,7. | 20 | 1 | 5 | 7 | 0,41,20,21
MCAPL-013-24B Gajumal Mulchand - (Dragon Shipment - Bangalore).pdf,8. | 20 | 1 | 6 | 4 | 1,42,21,21
MCAPL-013-24B Gajumal Mulchand - (Dragon Shipment - Bangalore).pdf,9. | 20 | 1 | 7 | 6 | 2,42,21,21
MCAPL-013-24B Gajumal Mulchand - (Dragon Shipment - Bangalore).pdf,10. | 20 | 1 | 3 | 5 | 2,42,21,21
MCAPL-013-24B Gajumal Mulchand - (Dragon Shipment - Bangalore).pdf,1. | 22 | 1 | 6 | 4 | 0,44,21,23
MCAPL-013-24B Gajumal Mulchand - (Dragon Shipment - Bangalore).pdf,2. | 22 | 1 | 9 | 2 | 0,46,23,23
MCAPL-013-24B Gajumal Mulchand - (Dragon Shipment - Bangalore).pdf,3. | 22 | 1 | 5 | 5 | 0,44,21,23
MCAPL-013-24B Gajumal Mulchand - (Dragon Shipment - Bangalore).pdf,4. | 22 | 1 | 6 | 3 | 0,45,22,23
MCAPL-013-24B Gajumal Mulchand - (Dragon Shipment - Bangalore).pdf,5. | 22 | 1 | 4 | 6 | 0,46,23,23
MCAPL-013-24B Gajumal Mulchand - (Dragon Shipment - Bangalore).pdf,6. | 22 | 1 | 6 | 2 | 0,43,20,23
MCAPL-013-24B Gajumal Mulchand - (Dragon Shipment - Bangalore).pdf,7. | 22 | 1 | 8 | 7 | 0,44,21,23
MCAPL-013-24B Gajumal Mulchand - (Dragon Shipment - Bangalore).pdf,8. | 22 | 1 | 5 | 5 | 0,46,23,23
MCAPL-013-24B Gajumal Mulchand - (Dragon Shipment - Bangalore).pdf,9. | 22 | 1 | 5 | 2 | 0,43,20,23
MCAPL-013-24B Gajumal Mulchand - (Dragon Shipment - Bangalore).pdf,10. | 22 | 1 | 7 | 5 | 0,44,21,23
MCAPL-013-24B Gajumal Mulchand - (Dragon Shipment - Bangalore).pdf,11. | 22 | 1 | 5 | 5 | 0,45,22,23
MCAPL-013-24B Gajumal Mulchand - (Dragon Shipment - Bangalore).pdf,12. | 22 | 1 | 5 | 4 | 0,45,22,23
MCAPL-013-24B Gajumal Mulchand - (Dragon Shipment - Bangalore).pdf,13. | 22 | 1 | 3 | 7 | 0,47,24,23
MCAPL-013-24B Gajumal Mulchand - (Dragon Shipment - Bangalore).pdf,14. | 22 | 1 | 3 | 6 | 0,46,23,23
MCAPL-013-24B Gajumal Mulchand - (Dragon Shipment - Bangalore).pdf,15. | 22 | 1 | 2 | 8 | 0,46,23,23
MCAPL-013-24B Gajumal Mulchand - (Dragon Shipment - Bangalore).pdf,1. | 20 | 10 | 47 | 52 | 9,242,212,30
MCAPL-013-24B Gajumal Mulchand - (Dragon Shipment - Bangalore).pdf,2. | 22 | 15 | 79 | 71 | 0,366,329,37
M-122-2025 Pawanai Ventures - Grapes Container No. IAAU8691177.pdf, | 1. |  |  | 24 | ,38.324,44120,44081.676
M-122-2025 Pawanai Ventures - Grapes Container No. IAAU8691177.pdf, | 1. |  |  | 26 | ,39.718,121182,121142.282
M-185-2025 Gyan Fruit Grapes Container No. IAAU8688234.pdf, | Percentage |  |  |  | 45.09%,54.91,10.00,44.91
M-185-2025 Gyan Fruit Grapes Container No. IAAU8688234.pdf,Weight |  | Red Globe |  | 77.633 | 82.401,173.246,173.245,0.001
M-185-2025 Gyan Fruit Grapes Container No. IAAU8688234.pdf, | Percentage |  |  | 45.09% | 47.12%,54.91,10.00,44.91
M-200-2025 Sunmoon International Grapes Air Shipment.pdf, |  | Grapes Red SDL (Allison – Sheegene 20) |  |  | ,28.2,90,61.8
M-200-2025 Sunmoon International Grapes Air Shipment.pdf, |  | Grapes White SDL (Sweet Globe – IFG 10) |  |  | ,18.2,90,71.8
M-201-2025 Fresh Fruit Alliances Grapes Container No. IAAU8682175.pdf,1. |  |  | 3.129 |  | ,13.474,3344,3330.526
M-201-2025 Fresh Fruit Alliances Grapes Container No. IAAU8682175.pdf,2. |  | 2.770 |  |  | 1.785,14.192,4554,4539.808
M-201-2025 Fresh Fruit Alliances Grapes Container No. IAAU8682175.pdf,3. |  |  | 3.603 |  | ,15.410,5565,5549.590
M-201-2025 Fresh Fruit Alliances Grapes Container No. IAAU8682175.pdf,4. |  | 3.746 |  |  | 1.116,16.544,6671,6654.456
M-201-2025 Fresh Fruit Alliances Grapes Container No. IAAU8682175.pdf,5. |  |  | 3.729 |  | ,17.454,7279,7261.546
M-201-2025 Fresh Fruit Alliances Grapes Container No. IAAU8682175.pdf,6. |  | 0.716 |  |  | 4.907,18.176,8084,8065.824
M-201-2025 Fresh Fruit Alliances Grapes Container No. IAAU8682175.pdf,7. |  |  | 2.940 |  | ,19.530,8590,8570.470
M-201-2025 Fresh Fruit Alliances Grapes Container No. IAAU8682175.pdf,8. |  | 1.958 |  |  | 2.560,20.226,9196,9175.774
M-201-2025 Fresh Fruit Alliances Grapes Container No. IAAU8682175.pdf,9. |  |  | 3.835 |  | ,22.690,97102,97079.310
M-201-2025 Fresh Fruit Alliances Grapes Container No. IAAU8682175.pdf,10. |  | 3.639 |  |  | 2.390,22.836,103107,103084.164
M-201-2025 Fresh Fruit Alliances Grapes Container No. IAAU8682175.pdf,11. |  |  | 3.281 |  | ,23.132,108114,108090.868
M-201-2025 Fresh Fruit Alliances Grapes Container No. IAAU8682175.pdf,12. |  | 2.869 |  |  | 1.409,24.116,115125,115100.884
M-74-2026 AG International (Exportadora Agroqore SPA) Grapes Container No. SEKU9065515.pdf,Total 15 Boxes Percentage |  |  |  |  | ,89.68,10.32,79.36
MCAPL-016-24B HGS International - 1 Container (Grapes) - Revised.pdf, | 5 Plastic Crates % |  |  | 65.21% | ,95.11,4.89,90.22
MCAPL-33-24B Gajumal Mulchand - (OTPU6222304 - Grapes).pdf, | Total 15 Crates wt. |  |  |  | 44.240,98.890,98.880,0.010
MCAPL-33-24B Gajumal Mulchand - (OTPU6222304 - Grapes).pdf, | 15 Plastic Crates% |  |  |  | 44.74%,93.52,6.48,87.04
MCAPL-33-24B Gajumal Mulchand - (OTPU6222304 - Grapes).pdf, | 4 Crates % |  |  |  | ,97.52,2.48,95.04
MCAPL-33-24B Gajumal Mulchand - (OTPU6222304 - Grapes).pdf, | 2 Crates % |  |  |  | ,97.77,2.23,95.54
MCAPL-33-24B Gajumal Mulchand - (OTPU6222304 - Grapes).pdf,1. |  |  |  | 15 Crates - Red | ,113.890,98.880,15.010
MCAPL-33-24B Gajumal Mulchand - (OTPU6222304 - Grapes).pdf, | Total 21 Crates Wt. |  |  |  | ,137.27,137.26,0.01
MCAPL-33-24B Gajumal Mulchand - (OTPU6222304 - Grapes).pdf, | 21 Crates % |  |  |  | ,94.66,5.34,89.32
MCAPL-34-24B HGS International - CXRU1634330 - Grapes Destuffing).pdf, | 20 Plastic Crates % |  |  |  | ,85.24,14.76,70.48
M-102-2026 NGK Trading (Agrofruta S.A. Chile) Kiwi # OTPU6766015.pdf, | 39 |  |  | 34 | ,239,3747,3508
M-102-2026 NGK Trading (Agrofruta S.A. Chile) Kiwi # OTPU6766015.pdf, | 42 |  |  | 30 | ,242,4858,4616
M-102-2026 NGK Trading (Agrofruta S.A. Chile) Kiwi # OTPU6766015.pdf, | 45 |  |  | 19 | ,165,5964,5799
M-102-2026 NGK Trading (Agrofruta S.A. Chile) Kiwi # OTPU6766015.pdf, | 49 |  |  | 32 | ,169,6571,6402
M-121-2026 Gyan Fruit (SK Gyan Fruit SPA) Kiwi # YMLU5492530.pdf, | Percentage % |  |  |  | ,16.00,0.40,15.60
M-124-2025 RB Fruitech - Kiwi Container No. OTPU6693120.pdf, |  | Hayward Cat 1 | 33 | 336,34,336,302
M-124-2025 RB Fruitech - Kiwi Container No. OTPU6693120.pdf, |  | Hayward Cat 1 | 36-39 | 560,3639,560,3079
M-124-2025 RB Fruitech - Kiwi Container No. OTPU6693120.pdf, |  | Hayward Cat 1 | 42 | 224,43,224,181
M-124-2025 RB Fruitech - Kiwi Container No. OTPU6693120.pdf, |  | Hayward Cat 1 | 49-52 | 336,4952,336,4616
M-124-2025 RB Fruitech - Kiwi Container No. OTPU6693120.pdf, |  | Hayward Cat 1R | 33 | 112,34,112,78
M-124-2025 RB Fruitech - Kiwi Container No. OTPU6693120.pdf, |  | Hayward Cat 1R | 36 | 112,37,112,75
M-124-2025 RB Fruitech - Kiwi Container No. OTPU6693120.pdf, |  | Hayward Cat 1R | 45 | 224,46,224,178
M-124-2025 RB Fruitech - Kiwi Container No. OTPU6693120.pdf, |  | Hayward Cat 1R | 49-52 | 336,4952,336,4616
M-125-2025 RB Fruitech - Kiwi Container No. SZLU9755973.pdf, |  | Hayward Cat 1 | 33 | 448,34,448,414
M-125-2025 RB Fruitech - Kiwi Container No. SZLU9755973.pdf, |  | Hayward Cat 1 | 36-39 | 784,3639,784,2855
M-125-2025 RB Fruitech - Kiwi Container No. SZLU9755973.pdf, |  | Hayward Cat 1 | 42-45 | 336,4245,336,3909
M-125-2025 RB Fruitech - Kiwi Container No. SZLU9755973.pdf, |  | Hayward Cat 1 | 49 | 112,50,112,62
M-125-2025 RB Fruitech - Kiwi Container No. SZLU9755973.pdf, |  | Hayward Cat 1R | 33 | 112,34,112,78
M-125-2025 RB Fruitech - Kiwi Container No. SZLU9755973.pdf, |  | Hayward Cat 1R | 36 | 112,37,112,75
M-125-2025 RB Fruitech - Kiwi Container No. SZLU9755973.pdf, |  | Hayward Cat 1R | 45 | 112,46,112,66
M-125-2025 RB Fruitech - Kiwi Container No. SZLU9755973.pdf, |  | Hayward Cat 1R | 49-52 | 224,4952,224,4728
M-126-2025 RB Fruitech - Kiwi Container No. SEGU9762217.pdf, |  | Hayward Cat 1 | 33 | 336,34,336,302
M-126-2025 RB Fruitech - Kiwi Container No. SEGU9762217.pdf, |  | Hayward Cat 1 | 36-39 | 560,3639,560,3079
M-126-2025 RB Fruitech - Kiwi Container No. SEGU9762217.pdf, |  | Hayward Cat 1 | 42-45 | 224,4245,224,4021
M-126-2025 RB Fruitech - Kiwi Container No. SEGU9762217.pdf, |  | Hayward Cat 1 | 49-52 | 336,4952,336,4616
M-126-2025 RB Fruitech - Kiwi Container No. SEGU9762217.pdf, |  | Hayward Cat 1R | 33 | 336,34,336,302
M-126-2025 RB Fruitech - Kiwi Container No. SEGU9762217.pdf, |  | Hayward Cat 1R | 36 | 112,37,112,75
M-126-2025 RB Fruitech - Kiwi Container No. SEGU9762217.pdf, |  | Hayward Cat 1R | 45 | 112,46,112,66
M-126-2025 RB Fruitech - Kiwi Container No. SEGU9762217.pdf, |  | Hayward Cat 1R | 52 | 224,53,224,171
M-2-2025 Fresh Fruit Alliances - Kiwi Container # KKFU6721770.pdf, | 1 | 30 |  | 10.84 | ,61.98,28,33.98
M-2-2025 Fresh Fruit Alliances - Kiwi Container # KKFU6721770.pdf, | 2 |  |  | 10.89 | ,32.03,29,3.03
M-2-2025 Fresh Fruit Alliances - Kiwi Container # KKFU6721770.pdf, | 3 |  |  | 10.85 | ,31.99,30,1.99
M-2-2025 Fresh Fruit Alliances - Kiwi Container # KKFU6721770.pdf, | 4 | 33 |  | 10.36 | ,64.50,31,33.50
M-2-2025 Fresh Fruit Alliances - Kiwi Container # KKFU6721770.pdf, | 5 |  |  | 10.14 | ,31.28,32,0.72
M-2-2025 Fresh Fruit Alliances - Kiwi Container # KKFU6721770.pdf, | 6 |  |  | 10.52 | ,31.66,33,1.34
M-2-2025 Fresh Fruit Alliances - Kiwi Container # KKFU6721770.pdf, | 7 | 36 |  | 10.84 | ,67.98,34,33.98
M-2-2025 Fresh Fruit Alliances - Kiwi Container # KKFU6721770.pdf, | 8 |  |  | 10.82 | ,31.96,35,3.04
M-2-2025 Fresh Fruit Alliances - Kiwi Container # KKFU6721770.pdf, | 9 |  |  | 10.82 | ,31.96,36,4.04
M-2-2025 Fresh Fruit Alliances - Kiwi Container # KKFU6721770.pdf, | 10 | 39 |  | 10.36 | ,70.50,37,33.50
M-2-2025 Fresh Fruit Alliances - Kiwi Container # KKFU6721770.pdf, | 11 |  |  | 10.53 | ,42.67,38,4.67
M-2-2025 Fresh Fruit Alliances - Kiwi Container # KKFU6721770.pdf, | 12 |  |  | 9.82 | ,42.96,39,3.96
M-2-2025 Fresh Fruit Alliances - Kiwi Container # KKFU6721770.pdf, | 13 | 42 |  | 10.4 | ,73.54,40,33.54
M-2-2025 Fresh Fruit Alliances - Kiwi Container # KKFU6721770.pdf, | 14 |  |  | 9.31 | ,44.45,41,3.45
M-2-2025 Fresh Fruit Alliances - Kiwi Container # KKFU6721770.pdf, | 15 |  |  |  | ,46.69,42,4.69
M-2-2025 Fresh Fruit Alliances - Kiwi Container # KKFU6721770.pdf, | 16 |  | 45 |  | ,76.91,43,33.91
M-2-2025 Fresh Fruit Alliances - Kiwi Container # KKFU6721770.pdf, | 17 |  |  |  | ,49.06,44,5.06
M-2-2025 Fresh Fruit Alliances - Kiwi Container # KKFU6721770.pdf, | 18 |  |  |  | ,49.97,45,4.97
M-2-2025 Fresh Fruit Alliances - Kiwi Container # KKFU6721770.pdf, | Total 18 Boxes |  |  |  | ,559.14,10.95,548.19
M-79-24B R B Fruitech Pvt.Ltd (Kiwi Container No. OTPU6187501).pdf,Percentage % |  |  |  |  | ,29.36,9.89,19.47
M-79-24B R B Fruitech Pvt.Ltd (Kiwi Container No. OTPU6187501).pdf,Percentage % |  |  |  |  | ,43.32,5.95,37.37
MCAPL-021-24B RB Fruitech Pvt. Ltd (Kiwi).pdf,36 | 9 | 1059 | 352 | 653 | 54,2073,54,2019
MCAPL-021-24B RB Fruitech Pvt. Ltd (Kiwi).pdf,Percentage % |  | 100% | 33.24% | 61.66% | 5.10%,94.90,5.10,89.80
MCAPL-021-24B RB Fruitech Pvt. Ltd (Kiwi).pdf,39 | 7 | 910 | 252 | 595 | 63,1764,63,1701
MCAPL-021-24B RB Fruitech Pvt. Ltd (Kiwi).pdf,Percentage % |  | 100% | 27.70% | 65.38% | 6.92%,93.08,6.92,86.16
MCAPL-021-24B RB Fruitech Pvt. Ltd (Kiwi).pdf,42 | 5 | 737 | 239 | 445 | 53,1426,53,1373
MCAPL-021-24B RB Fruitech Pvt. Ltd (Kiwi).pdf,Percentage % |  | 100% | 32.43% | 60.38% | 7.19%,92.81,7.19,85.62
MCAPL-021-24B RB Fruitech Pvt. Ltd (Kiwi).pdf,45 | 2 | 317 | 91 | 203 | 23,613,23,590
MCAPL-021-24B RB Fruitech Pvt. Ltd (Kiwi).pdf,Percentage % |  | 100% | 28.71% | 64.04 | 7.25%,92.75,7.25,85.50
MCAPL-021-24B RB Fruitech Pvt. Ltd (Kiwi).pdf,Total 23 Boxes |  | 3023 (100%) | 934 (30.90%) | 1896 (62.72%) | 193 (06.38%),5853,193,5660
