filename,row_preview,computed_total,stated_total,difference
G-1649-23B KLJ Resources (Vanway - PIng An) Final SR.docx,TK No.112 | 986.088 | 976.304 | 980.600 | -4.296 | -6.399,2938.696,-6.399,2945.095
G-1941-22B Balkrishna Industries {DPS Ref No. IND-00223-HVT} 2nd PLA.docx,12 | 12 | 9208 | 9208 | 36 Bales | 180 to 187,9232,9208,24
G-1941-22B Balkrishna Industries {DPS Ref No. IND-00223-HVT} 2nd PLA.docx,13 | 13 | 7159 | 7159 | 36 Bales | 36 Bales,7185,7159,26
G-1941-22B Balkrishna Industries {DPS Ref No. IND-00223-HVT} 2nd PLA.docx,14 | 14 | 9288 | 9288 | 36 Bales | 36 Bales,9316,9288,28
G-1941-22B Balkrishna Industries {DPS Ref No. IND-00223-HVT} 2nd PLA.docx,16 | 16 | 7109 | 7109 | 36 Bales | 36 Bales,7141,7109,32
G-1941-22B Balkrishna Industries {DPS Ref No. IND-00223-HVT} 2nd PLA.docx,17 | 17 | 9243 | 9243 | 36 Bales | 36 Bales,9277,9243,34
G-1941-22B Balkrishna Industries {DPS Ref No. IND-00223-HVT} 2nd PLA.docx,18 | 18 | 9222 | 9222 | 36 Bales | 36 Bales,9258,9222,36
G-1941-22B Balkrishna Industries {DPS Ref No. IND-00223-HVT} 2nd PLA.docx,19 | 19 | 9239 | 9239 | 36 Bales | 36 Bales,9277,9239,38
G-1941-22B Balkrishna Industries {DPS Ref No. IND-00223-HVT} 2nd PLA.docx,20 | 20 | 7157 | 7157 | 36 Bales | 36 Bales,7197,7157,40
G-1941-22B Balkrishna Industries {DPS Ref No. IND-00223-HVT} 2nd PLA.docx,22 | 22 | 9273 | 9273 | 36 Bales | 36 Bales,9317,9273,44
G-1941-22B Balkrishna Industries {DPS Ref No. IND-00223-HVT} 2nd PLA.docx,23 | 23 | 7090 | 7090 | 36 Bales | 36 Bales,7136,7090,46
G-1941-22B Balkrishna Industries {DPS Ref No. IND-00223-HVT} 2nd PLA.docx,24 | 24 | 9138 | 9138 | 36 Bales | 36 Bales,9186,9138,48
G-1941-22B Balkrishna Industries {DPS Ref No. IND-00223-HVT} 2nd PLA.docx,25 | 25 | 7657 | 7657 | 36 Bales | 36 Bales,7707,7657,50
G-1941-22B Balkrishna Industries {DPS Ref No. IND-00223-HVT} 2nd PLA.docx,"34 | 7196 | 36 | 347 to 357 | Upon checking,  all the 36 bales were found with white spots at places in varying degrees.",7230,36,7194
G-1941-22B Balkrishna Industries {DPS Ref No. IND-00223-HVT} 2nd PLA.docx,35 | 9147 | 36 | 358 to 366 | All 6 bales placed at the bottom row was found with black spots at places in varying degrees.,9182,36,9146
G-1024-24B Narmada Pipes (Vanway - Ping An) PLA.docx,1 | 25.160 | 1 | 25.180,27.160,25.180,1.980
G-1024-24B Narmada Pipes (Vanway - Ping An) PLA.docx,1 | 25.180 | 1 | 25.190,27.180,25.190,1.990
G-1024-24B Narmada Pipes (Vanway - Ping An) PLA.docx,1 | 25.220 | 1 | 25.150,27.220,25.150,2.070
G-1024-24B Narmada Pipes (Vanway - Ping An) PLA.docx,1 | 25.190 | 1 | 25.200,27.190,25.200,1.990
G-1024-24B Narmada Pipes (Vanway - Ping An) PLA.docx,1 | 25.210 | 1 | 25.210,27.210,25.210,2.000
G-1024-24B Narmada Pipes (Vanway - Ping An) PLA.docx,1 | 25.190 | 1 | 25.230,27.190,25.230,1.960
G-1024-24B Narmada Pipes (Vanway - Ping An) PLA.docx,1 | 25.200 | 1 | 25.190,27.200,25.190,2.010
G-1024-24B Narmada Pipes (Vanway - Ping An) PLA.docx,1 | 25.150 | 1 | 25.190,27.150,25.190,1.960
G-1024-24B Narmada Pipes (Vanway - Ping An) PLA.docx,1 | 25.200 | 1 | 25.210,27.200,25.210,1.990
G-1024-24B Narmada Pipes (Vanway - Ping An) PLA.docx,1 | 25.200 | 1 | 25.190,27.200,25.190,2.010
G-1024-24B Narmada Pipes (Vanway - Ping An) PLA.docx,1 | 25.200 | 1 | 25.220,27.200,25.220,1.980
G-1024-24B Narmada Pipes (Vanway - Ping An) PLA.docx,1 | 25.180 | 1 | 25.220,27.180,25.220,1.960
G-1024-24B Narmada Pipes (Vanway - Ping An) PLA.docx,1 | 25.180 | 1 | 25.160,27.180,25.160,2.020
G-1024-24B Narmada Pipes (Vanway - Ping An) PLA.docx,1 | 25.100 | 1 | 25.200,27.100,25.200,1.900
G-1024-24B Narmada Pipes (Vanway - Ping An) PLA.docx,1 | 25.200 | 1 | 25.220,27.200,25.220,1.980
G-1024-24B Narmada Pipes (Vanway - Ping An) PLA.docx,1 | 25.180 | 1 | 25.200,27.180,25.200,1.980
G-1024-24B Narmada Pipes (Vanway - Ping An) PLA.docx,1 | 25.200 | 1 | 25.240,27.200,25.240,1.960
G-1024-24B Narmada Pipes (Vanway - Ping An) PLA.docx,1 | 25.160 | 1 | 25.180,27.160,25.180,1.980
G-1024-24B Narmada Pipes (Vanway - Ping An) PLA.docx,1 | 25.140 | 1 | 25.180,27.140,25.180,1.960
G-1024-24B Narmada Pipes (Vanway - Ping An) PLA.docx,1 | 25.180 | 1 | 25.230,27.180,25.230,1.950
G-1109-23B Sheemit Agro {DPS Ref.No. IND-05323-LVDM} H.O PLA.docx,1 | 150 | 10 | 1500 | 1013 | 190,2955,206,2749
G-1109-23B Sheemit Agro {DPS Ref.No. IND-05323-LVDM} H.O PLA.docx,2 | 138 | 5 | 690 | 477 | 46,1430,95,1335
G-1607-23G Sagar Polytechnik (Vanway-Ping An) PLA - Wet bags.docx,4 | 99.910 | 4 | 99.950 | 4 | 100.020,419.940,99.920,320.020
G-1607-23G Sagar Polytechnik (Vanway-Ping An) PLA - Wet bags.docx,4 | 100.100 | 4 | 100.000 | 4 | 100.140,420.340,100.050,320.290
G-1607-23G Sagar Polytechnik (Vanway-Ping An) PLA - Wet bags.docx,4 | 99.920 | 4 | 99.970 | 4 | 99.900,419.740,100.100,319.640
G-1607-23G Sagar Polytechnik (Vanway-Ping An) PLA - Wet bags.docx,4 | 100.080 | 4 | 100.020 | 4 | 99.950,420.150,100.100,320.050
G-1607-23G Sagar Polytechnik (Vanway-Ping An) PLA - Wet bags.docx,4 | 99.780 | 4 | 998.770 | 4 | 100.100,1318.730,98.970,1219.760
G-1607-23G Sagar Polytechnik (Vanway-Ping An) PLA - Wet bags.docx,20 | 499.790 | 20 | 499.810 | 20 | 500.110,2100.000,499.140,1600.860
G-1607-23G Sagar Polytechnik (Vanway-Ping An) PLA - Wet bags.docx,Total No of bags | Total No of bags | Total No of bags | Total No of bags | 100 | 100,500,100,400
G-1607-23G Sagar Polytechnik (Vanway-Ping An) PLA - Wet bags.docx,"Total gross weight found of 100 bags | Total gross weight found of 100 bags | Total gross weight found of 100 bags | Total gross weight found of 100 bags | 2,499.14 | 2,499.14",12495.70,2499.14,9996.56
G-1607-23G Sagar Polytechnik (Vanway-Ping An) PLA - Wet bags.docx,Ascertained gross weight of bag 1 bag | Ascertained gross weight of bag 1 bag | Ascertained gross weight of bag 1 bag | Ascertained gross weight of bag 1 bag | 24.99 | 24.99,124.95,24.99,99.96
MITSUI CHEMICAL - JOINT SURVEY REPORT - 23-03-2024.docx,1 | 24.850 | 1 | 24.850,26.850,24.850,2.000
MITSUI CHEMICAL - JOINT SURVEY REPORT - 23-03-2024.docx,1 | 24.850 | 1 | 24.850,26.850,24.850,2.000
MITSUI CHEMICAL - JOINT SURVEY REPORT - 23-03-2024.docx,1 | 24.850 | 1 | 24.850,26.850,24.850,2.000
MITSUI CHEMICAL - JOINT SURVEY REPORT - 23-03-2024.docx,1 | 24.850 | 1 | 24.850,26.850,24.850,2.000
MITSUI CHEMICAL - JOINT SURVEY REPORT - 23-03-2024.docx,1 | 24.850 | 1 | 24.850,26.850,24.850,2.000
G-1915-22B Smooth Run (Huatai) Desktop Review Report.docx,"CT42028 | Vacuum Cleaner | 30 | 59.37 | 1,781.02",89.37,1781.02,1691.65
G-1915-22B Smooth Run (Huatai) Desktop Review Report.docx,CT42029 | Vacuum Cleaner | 4 | 106.30 | 425.21,110.30,425.21,314.91
G-1915-22B Smooth Run (Huatai) Desktop Review Report.docx,"CT42030 | Vacuum Cleaner | 10 | 115.82 | 1,158.23",125.82,1158.23,1032.41
G-1915-22B Smooth Run (Huatai) Desktop Review Report.docx,CT42032F | Vacuum Cleaner | 5 | 115.36 | 576.78,120.36,576.78,456.42
G-1915-22B Smooth Run (Huatai) Desktop Review Report.docx,CT42045 | Vacuum Cleaner | 10 | 37.14 | 371.38,47.14,371.38,324.24
G-1915-22B Smooth Run (Huatai) Desktop Review Report.docx,"CT42027 | Vacuum Cleaner | 45 | 47.83 | 2,152.24",92.83,2152.24,2059.41
G-1915-22B Smooth Run (Huatai) Desktop Review Report.docx,CT63001HX | DC Vacuum Cleaner | 4 | 21.60 | 86.41,25.60,86.41,60.81
G-1915-22B Smooth Run (Huatai) Desktop Review Report.docx,"CT34077WE | Gensets | 20 | 190.76 | 3,815.16",210.76,3815.16,3604.40
G-1915-22B Smooth Run (Huatai) Desktop Review Report.docx,"CT34080WE | Gensets | 10 | 377.03 | 3,770.32",387.03,3770.32,3383.29
G-1915-22B Smooth Run (Huatai) Desktop Review Report.docx,"SZ-3000 WE | Gasoline Engine Generator | 39 | 170.00 | 6,630.00",209.00,6630.00,6421.00
G-1915-22B Smooth Run (Huatai) Desktop Review Report.docx,"SZ-5500 WE | Gasoline Engine Generator | 50 | 280.00 | 14,000.00",330.00,14000.00,13670.00
G-1915-22B Smooth Run (Huatai) Desktop Review Report.docx,"SZ-7500 WE | Generator | 20 | 330.00 | 6,600.00",350.00,6600.00,6250.00
G-1915-22B Smooth Run (Huatai) Desktop Review Report.docx,"Total | Total | 247 | 1,851.21 | 41,366.75",2098.21,41366.75,39268.54
G-1887-22B Morde Foods (JLB) PLA.docx,"CMAU7446998 | 41,590 | 16,540 | 25,050 | 25,411.60 | -361.60",108591.60,-361.60,108953.20
G-1887-22B Morde Foods (JLB) PLA.docx,"APHU7392424 | 40,540 | 15,250 | 25,290 | 25,411.60 | -121.60",106491.60,-121.60,106613.20
G-1887-22B Morde Foods (JLB) PLA.docx,"CMAU7981968 | 41,270 | 16,100 | 25,170 | 25,411.60 | -241.60",107951.60,-241.60,108193.20
G-1887-22B Morde Foods (JLB) PLA.docx,"BEAU4132506 | 42,130 | 17,190 | 24,940 | 25,411.60 | -471.60",109671.60,-471.60,110143.20
G-1887-22B Morde Foods (JLB) PLA.docx,"Total | 165,530 | 65,080 | 100,450 | 101,646.40 | -1,196.40",432706.40,-1196.40,433902.80
G-1887-22B Morde Foods (JLB) PLA.docx,"APHU7392424 | 41,840 | 16,660 | 25,180 | 25,411.600 | -231.6",109091.600,-231.6,109323.200
G-1887-22B Morde Foods (JLB) PLA.docx,"BEAU4132506 | 41,760 | 16,510 | 25,250 | 25,411.600 | -161.6",108931.600,-161.6,109093.200
G-1887-22B Morde Foods (JLB) PLA.docx,"CMAU7981968 | 41,760 | 16,540 | 25,220 | 25,411.600 | -191.6",108931.600,-191.6,109123.200
G-1887-22B Morde Foods (JLB) PLA.docx,"CMAU7446998 | 41,800 | 17,030 | 24,770 | 25,411.600 | -641.6",109011.600,-641.6,109653.200
G-1887-22B Morde Foods (JLB) PLA.docx,"Total | 167,160 | 66,740 | 100,420 | 101,646.40 | -1,226.4",435966.40,-1226.4,437192.80
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 63.190 | 1 | 62.280 | 1 | 63.100,192.570,63.030,129.540
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 62.510 | 1 | 61.380 | 1 | 63.140,191.030,63.540,127.490
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 63.720 | 1 | 61.530 | 1 | 64.200,193.450,58.540,134.910
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 63.500 | 1 | 57.660 | 1 | 62.850,188.010,63.200,124.810
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 63.920 | 1 | 63.070 | 1 | 63.000,193.990,62.060,131.930
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 63.230 | 1 | 63.340 | 1 | 62.080,192.650,62.900,129.750
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 61.960 | 1 | 62.560 | 1 | 63.020,191.540,63.000,128.540
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 63.160 | 1 | 63.100 | 1 | 62.540,192.800,62.560,130.240
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 62.980 | 1 | 62.690 | 1 | 63.800,193.470,63.100,130.370
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 63.090 | 1 | 63.040 | 1 | 62.130,192.260,63.380,128.880
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 63.130 | 1 | 63.100 | 1 | 63.680,193.910,62.440,131.470
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 62.380 | 1 | 63.500 | 1 | 61.800,191.680,63.020,128.660
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 63.520 | 1 | 64.120 | 1 | 63.300,194.940,63.600,131.340
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 63.390 | 1 | 63.090 | 1 | 62.010,192.490,63.200,129.290
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 60.710 | 1 | 61.380 | 1 | 61.530,125.090,61.530,63.560
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 61.700 | 1 | 62.510 | 1 | 62.280,127.210,62.280,64.930
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 61.300 | 1 | 61.680 | 1 | 62.280,125.980,62.280,63.700
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 61.980 | 1 | 62.380 | 10 bags | 617.750,126.360,617.750,491.390
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 60.860 | 1 | 61.300 | 1 | 61.600,187.760,61.310,126.450
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 60.650 | 1 | 61.980 | 1 | 60.990,187.620,60.700,126.920
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 60.530 | 1 | 60.460 | 1 | 60.920,185.910,60.480,125.430
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 60.670 | 1 | 61.380 | 1 | 61.830,187.880,61.780,126.100
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 60.710 | 1 | 61.710 | 1 | 60.990,187.410,60.630,126.780
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 60.840 | 1 | 61.730 | 1 | 61.450,188.020,60.760,127.260
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 61.700 | 1 | 60.280 |  | ,123.980,1588.240,1464.260
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 61.020 | 1 | 60.430 | 1 | 61.310,124.450,61.310,63.140
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 60.970 | 1 | 60.220 | 1 | 60.280,124.190,60.280,63.910
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 62.710 | 1 | 60.410 | 10 bags | 610.830,125.120,610.830,485.710
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 60.780 | 1 | 62.700 | 10 bags | 610.830,125.480,610.830,485.350
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 61.450 | 1 | 64.390 | 1 | 62.820,192.660,62.500,130.160
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 64.030 | 1 | 62.550 | 1 | 64.480,195.060,64.920,130.140
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 63.160 | 1 | 63.980 | 1 | 63.660,194.800,65.690,129.110
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 55.980 | 1 | 63.050 | 1 | 62.920,185.950,62.850,123.100
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 63.750 | 1 | 62.380 | 1 | 61.090,191.220,63.800,127.420
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 62.710 | 1 | 62.740 | 1 | 62.820,192.270,64.910,127.360
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 63.990 | 1 | 62.380 | 1 | 63.780,194.150,63.880,130.270
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 64.000 | 1 | 62.850 | 1 | 62.380,193.230,62.580,130.650
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 64.630 | 1 | 57.380 | 1 | 63.450,189.460,63.660,125.800
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 62.700 | 1 | 64.540 | 1 | 62.070,193.310,64.200,129.110
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 61.960 | 1 | 63.010 | 1 | 61.700,190.670,63.680,126.990
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 62.550 | 1 | 64.570 | 1 | 62.540,193.660,62.710,130.950
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 62.950 | 1 | 64.110 | 1 | 63.150,194.210,62.210,132.000
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 63.810 | 1 | 62.220 | 1 | 63.880,193.910,62.060,131.850
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 63.920 | 1 | 61.820 | 1 | 64.850,194.590,63.260,131.330
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 64.150 | 1 | 64.300 | 1 | 64.690,197.140,63.040,134.100
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 62.410 | 1 | 62.030 | 1 | 62.280,190.720,63.280,127.440
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 63.020 | 1 | 63.920 | 1 | 63.920,194.860,63.000,131.860
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 62.880 | 1 | 63.060 | 1 | 62.290,192.230,62.720,129.510
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 62.450 | Total | Total | Total | Total,63.450,4855.500,4792.050
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 61.830 | 1 | 62.150 | 1 | 62.210,126.980,62.210,64.770
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 62.730 | 1 | 61.980 | 1 | 61.100,127.710,61.100,66.610
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 61.790 | 1 | 62.500 | 10 bags | 618.670,126.290,618.670,492.380
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 61.430 | 1 | 60.950 | 10 bags | 618.670,124.380,618.670,494.290
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 60.590 | 1 | 62.610 | 1 | 60.830,188.030,63.320,124.710
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 62.950 | 1 | 62.690 | 1 | 63.060,192.700,61.590,131.110
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 62.960 | 1 | 63.240 | 1 | 62.740,192.940,63.190,129.750
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 62.990 | 1 | 62.970 | 1 | 62.980,192.940,63.130,129.810
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 62.710 | 1 | 62.870 | 1 | 63.100,192.680,63.480,129.200
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 63.310 | 1 | 63.290 | 1 | 63.570,194.170,63.290,130.880
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 63.290 | 1 | 63.620 | 1 | 62.780,193.690,63.700,129.990
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 62.100 | 1 | 61.880 | 1 | 63.810,191.790,63.850,127.940
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 63.780 | 1 | 63.370 | 1 | 62.240,193.390,64.290,129.100
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 63.030 | 1 | 63.390 | 1 | 63.070,193.490,62.970,130.520
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 63.720 | 1 | 63.490 | 1 | 63.700,194.910,63.060,131.850
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 62.600 | 1 | 63.090 | 1 | 63.030,192.720,63.040,129.680
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 62.890 | 1 | 62.770 | 1 | 61.920,191.580,63.000,128.580
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 63.980 | Total | Total | Total | Total,64.980,3338.920,3273.940
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 62.220 | 1 | 61.980 | 1 | 62.820,127.200,62.820,64.380
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 62.320 | 1 | 62.590 | 1 | 62.450,127.910,62.450,65.460
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 62.440 | 1 | 61.690 | 10 bags | 622.690,126.130,622.690,496.560
G-1887-22B Morde Foods (JLB) PLA.docx,1 | 61.690 | 1 | 62.490 | 10 bags | 622.690,126.180,622.690,496.510
G-2115-21B TT Steel {Mitsui- Japan} H.O PLA.docx,GR-65051 | X057112 | 11/18/2021 | JAC980YN | 45/45 | 1,882,5750,4868
G-2115-21B TT Steel {Mitsui- Japan} H.O PLA.docx,GR-65051 | X057116 | 11/19/2021 | JSC780YN | Not Produced | 1.4,997.4,4440,3442.6
G-2115-21B TT Steel {Mitsui- Japan} H.O PLA.docx,GR-65051 | X057140 | 11/18/2021 | JSC780YN | Not Produced | 1.4,997.4,9680,8682.6
G-2115-21B TT Steel {Mitsui- Japan} H.O PLA.docx,1 | 81-49570 | JAC980YNN | 1.0X1040XC | 7.130 | 1.146.990,8.130,8178.039,8169.909
G-2115-21B TT Steel {Mitsui- Japan} H.O PLA.docx,"2 | 54-07582 | JSC980YLNN | 2X1138XC | 7.450 | 1,075.920",1085.370,8015.604,6930.234
G-2115-21B TT Steel {Mitsui- Japan} H.O PLA.docx,"3 | 81-48987 | JAC980YNN | 1X1310XC | 7.800 | 1,156.900",1167.700,9023.820,7856.120
G-2115-21B TT Steel {Mitsui- Japan} H.O PLA.docx,"4 | 81-48986 | JAC980YNN | 1X1310XC | 7.840 | 1,156.900",1168.740,9070.096,7901.356
G-2115-21B TT Steel {Mitsui- Japan} H.O PLA.docx,"5 | 81-48112 | JAC980YNN | 1X1310XC | 7.830 | 1,156.900",1169.730,9058.527,7888.797
G-2115-21B TT Steel {Mitsui- Japan} H.O PLA.docx,"6 | 81-49604 | JAC980YNN | 1X1310XC | 8.460 | 1,156.900",1171.360,9787.374,8616.014
G-2115-21B TT Steel {Mitsui- Japan} H.O PLA.docx,"7 | 62-92772 | JAC980YNN | 2X990XC | 5.320 | 1,163.830",1176.150,6191.576,5015.426
G-2115-21B TT Steel {Mitsui- Japan} H.O PLA.docx,"8 | 81-50012 | JAC980YNN | 1X1310XC | 8.520 | 1,156.900",1173.420,9856.788,8683.368
G-2115-21B TT Steel {Mitsui- Japan} H.O PLA.docx,"9 | 54-05748 | JSC980YLNN | 2X1138XC | 7.940 | 1,075.670",1092.610,8540.820,7448.210
G-2115-21B TT Steel {Mitsui- Japan} H.O PLA.docx,"10 | 62-92136 | JSC780YNN | 1.4X995XC | 4.740 | 1,041.990",1056.730,4939.033,3882.303
G-2115-21B TT Steel {Mitsui- Japan} H.O PLA.docx,"11 | 81-49229 | JAC980YNN | 2X990XC | 9.520 | 1,163.830",1184.350,11079.662,9895.312
G-2115-21B TT Steel {Mitsui- Japan} H.O PLA.docx,"12 | 81-49323 | JAC980YNN | 2X965XC | 9.190 | 1,163.830",1185.020,10695.598,9510.578
G-2115-21B TT Steel {Mitsui- Japan} H.O PLA.docx,"13 | 62-21023 | JSC980YLNN | 2X1138XC | 5.910 | 1,075.670",1094.580,6357.210,5262.630
G-2115-21B TT Steel {Mitsui- Japan} H.O PLA.docx,"14 | 81-49236 | JAC980YNN | 1.0X1040XC | 7.070 | 1,146.990",1168.060,8109.219,6941.159
G-2115-21B TT Steel {Mitsui- Japan} H.O PLA.docx,"15 | 81-49567 | JAC980YNN | 1.00X1040XC | 7.130 | 1,146.990",1169.120,8178.039,7008.919
G-2115-21B TT Steel {Mitsui- Japan} H.O PLA.docx,"16 | 81-49237 | JAC980YNN | 1.00X1040XC | 7.010 | 1,146.990",1170.000,8040.400,6870.400
G-2115-21B TT Steel {Mitsui- Japan} H.O PLA.docx,"17 | 54-07577 | JSC980YLNN | 2X1138XC | 6.530 | 1,075.670",1099.200,7024.125,5924.925
G-2115-21B TT Steel {Mitsui- Japan} H.O PLA.docx,"18 | 62-92776 | JAC980YNN | 2X965XC | 7.280 | 1,163.830",1189.110,8472.682,7283.572
G-2115-21B TT Steel {Mitsui- Japan} H.O PLA.docx,"19 | 81-49597 | JAC980YNN | 1X1310XC | 8.320 | 1,156.900",1184.220,9625.408,8441.188
G-2115-21B TT Steel {Mitsui- Japan} H.O PLA.docx,"20 | 8149543 | JAC980YNN | 1X880XC | 5.750 | 1,156.900",8150725.650,6652.175,8144073.475
G-2115-21B TT Steel {Mitsui- Japan} H.O PLA.docx,"21 | 6391327 | JSC780YN | 1.4X995XC | 4.440 | 1,042.210",6392394.650,4627.412,6387767.238
G-2115-21B TT Steel {Mitsui- Japan} H.O PLA.docx,"22 | 5410603 | JSC780YN | 1.4X995XC | 9.680 | 1,041.990",5411676.670,10086.463,5401590.207
G-2115-21B TT Steel {Mitsui- Japan} H.O PLA.docx,1 | 54-15435 | JSC980YNN | 1.4X990XC | 7.760 | 7.760,1098.130,8393.29,7295.160
G-2115-21B TT Steel {Mitsui- Japan} H.O PLA.docx,2 | 63-29598 | JAC980YNN | 2X965XC | 6.740 | 6.740,1179.310,7844.21,6664.900
G-2115-21B TT Steel {Mitsui- Japan} H.O PLA.docx,3 | 81-52944 | JAC980YNN | 1X1310XC | 5.790 | 5.790,1171.480,6698.45,5526.970
G-2142-21B TT Steel {Mitsui- Japan} H.O Desktop Review Report.docx,"1 | 81-52943 | JSC980YNN | 1X1310XC | 5,780 | 5,780",12717.900,6686.882,6031.018
G-1449-23B Phoolchand Bhagatsingh (Ping An - Vanway) PLA.docx,"Sai Kripa Weigh Bridge, Panvel | 5,990 | 4,180 | 1,810 | 2,040 | 230",14020,230,13790
G-1449-23B Phoolchand Bhagatsingh (Ping An - Vanway) PLA.docx,"Kalher Weigh Bridge, Bhiwandi | 5,970 | 4,165 | 1,805 | 2,040 | 235",13980,235,13745
G-1449-23B Phoolchand Bhagatsingh (Ping An - Vanway) PLA.docx,1 | 182.60 | 255.00 | -72.40,438.60,-72.40,511.00
G-1449-23B Phoolchand Bhagatsingh (Ping An - Vanway) PLA.docx,1 | 193.60 | 255.00 | -61.40,449.60,-61.40,511.00
G-1449-23B Phoolchand Bhagatsingh (Ping An - Vanway) PLA.docx,1 | 255.00 | 255.00 | 0.00,511.00,0.00,511.00
G-1449-23B Phoolchand Bhagatsingh (Ping An - Vanway) PLA.docx,1 | 255.00 | 255.00 | 0.00,511.00,0.00,511.00
G-1449-23B Phoolchand Bhagatsingh (Ping An - Vanway) PLA.docx,1 | 255.00 | 255.00 | 0.00,511.00,0.00,511.00
G-1449-23B Phoolchand Bhagatsingh (Ping An - Vanway) PLA.docx,1 | 254.80 | 255.00 | -0.20,510.80,-0.20,511.00
G-1449-23B Phoolchand Bhagatsingh (Ping An - Vanway) PLA.docx,1 | 183.00 | 255.00 | -72.00,439.00,-72.00,511.00
G-1449-23B Phoolchand Bhagatsingh (Ping An - Vanway) PLA.docx,1 | 197.40 | 255.00 | -57.60,453.40,-57.60,511.00
G-1449-23B Phoolchand Bhagatsingh (Ping An - Vanway) PLA.docx,"Total 8 drums | 1,776.40 | 2040.00 | -263.60",3816.40,-263.60,4080.00
G-1586-23B Lupin Ltd (Vanway-Ping An) H.O PLA.docx,"1 | 20230722 | 5/80 | 014351 | 014372 | Outer stretch wrapper, pallet and warehouse floor found stained with leaked out cargo. 
4 nos. drums surface were found stained with leaked out materials and rusted, blistered condition. Paint on the drums found peeling off. 
(Photo Nos.7 to 18)",20245074,14372,20230702
